Timestamp;Agent Implementation;World Name ;Level Number;Collectibles Collected;Collectibles to Catch;Passed Level?;Elapsed Game Time (s);Time Limit (s);Elapsed Real Time (s);Score;Endgame Message
2022-10-06_19:57:54;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,014;200;
2022-10-06_19:57:56;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,032;0;
2022-10-06_19:57:57;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;1;5;0;120,000005699694;120;1,652;100;
2022-10-06_19:57:59;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,047;200;
2022-10-06_19:58:01;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;1,979;200;
2022-10-06_19:58:03;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;1,987;200;
2022-10-06_19:58:05;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;1,982;200;
2022-10-06_19:58:07;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;1,956;200;
2022-10-06_19:58:09;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;1,895;0;
2022-10-06_19:58:11;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,132;0;
2022-10-06_19:58:13;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,02;0;
2022-10-06_19:58:15;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,082;0;
2022-10-06_19:58:18;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,068;0;
2022-10-06_19:58:19;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;1,508;0;
2022-10-06_19:58:21;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;1,646;0;
2022-10-06_19:58:23;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,059;0;
2022-10-06_19:58:25;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,082;0;
2022-10-06_19:58:27;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;3;0;1;0;120,000005699694;120;2,165;0;
2022-10-06_19:58:29;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;2,371;0;
2022-10-06_19:58:33;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;1;3;0;120,000005699694;120;3,408;100;
2022-10-06_19:58:37;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;3,804;0;
2022-10-06_19:58:39;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;2,619;0;
2022-10-06_19:58:42;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;2,445;0;
2022-10-06_19:58:46;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;1;3;0;120,000005699694;120;3,895;100;
2022-10-06_19:58:47;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;1,875;0;
2022-10-06_19:58:49;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;1;3;0;120,000005699694;120;1,958;100;
2022-10-06_19:58:52;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;2,995;0;
2022-10-06_19:58:54;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;4;0;3;0;120,000005699694;120;1,956;0;
2022-10-06_19:58:56;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;1,682;0;
2022-10-06_19:58:59;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;2,975;0;
2022-10-06_19:59:02;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;2,616;0;
2022-10-06_19:59:04;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;2,021;0;
2022-10-06_19:59:06;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;2,054;0;
2022-10-06_19:59:10;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;4,084;0;
2022-10-06_19:59:11;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;1,419;0;
2022-10-06_19:59:15;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;3,744;0;
2022-10-06_19:59:17;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;2,489;0;
2022-10-06_19:59:21;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;5;0;2;0;120,000005699694;120;3,536;0;
2022-10-06_19:59:23;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;0;2;0;120,000005699694;120;2,419;0;
2022-10-06_19:59:25;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;1;2;0;120,000005699694;120;1,65;100;
2022-10-06_19:59:28;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;0;2;0;120,000005699694;120;2,848;0;
2022-10-06_19:59:29;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;0;2;0;120,000005699694;120;1,559;0;
2022-10-06_19:59:31;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;1;2;0;120,000005699694;120;1,923;100;
2022-10-06_19:59:33;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;1;2;0;120,000005699694;120;1,895;100;
2022-10-06_19:59:35;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;0;2;0;120,000005699694;120;1,333;0;
2022-10-06_19:59:36;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;0;2;0;120,000005699694;120;1,466;0;
2022-10-06_19:59:38;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;1;2;0;120,000005699694;120;1,764;100;
2022-10-06_19:59:40;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;6;1;2;0;120,000005699694;120;1,915;100;
2022-10-06_19:59:42;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;1,684;0;
2022-10-06_19:59:44;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;2,007;0;
2022-10-06_19:59:45;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;1,958;0;
2022-10-06_19:59:48;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;2,568;0;
2022-10-06_19:59:51;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;2,549;0;
2022-10-06_19:59:53;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;1,991;0;
2022-10-06_19:59:56;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;3,439;0;
2022-10-06_19:59:59;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;3,024;0;
2022-10-06_20:00:01;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;2,003;0;
2022-10-06_20:00:03;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;7;0;3;0;120,000005699694;120;1,968;0;
2022-10-06_20:00:05;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;1;8;0;120,000005699694;120;2,213;100;
2022-10-06_20:00:09;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;4,081;0;
2022-10-06_20:00:13;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;3,913;0;
2022-10-06_20:00:17;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;3,61;0;
2022-10-06_20:00:19;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;2,286;0;
2022-10-06_20:00:22;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;3,175;0;
2022-10-06_20:00:25;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;2,256;0;
2022-10-06_20:00:27;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;1;8;0;120,000005699694;120;2,133;100;
2022-10-06_20:00:29;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;1;8;0;120,000005699694;120;1,89;100;
2022-10-06_20:00:33;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;8;0;8;0;120,000005699694;120;4,147;0;
2022-10-06_20:00:35;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;3;4;0;120,000005699694;120;1,871;300;
2022-10-06_20:00:36;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;2;4;0;120,000005699694;120;1,417;200;
2022-10-06_20:00:38;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;2;4;0;120,000005699694;120;1,854;200;
2022-10-06_20:00:40;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;0;4;0;120,000005699694;120;2,096;0;
2022-10-06_20:00:42;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;1;4;0;120,000005699694;120;2,087;100;
2022-10-06_20:00:44;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;2;4;0;120,000005699694;120;1,837;200;
2022-10-06_20:00:45;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;2;4;0;120,000005699694;120;1,375;200;
2022-10-06_20:00:47;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;1;4;0;120,000005699694;120;1,892;100;
2022-10-06_20:00:49;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;1;4;0;120,000005699694;120;2,065;100;
2022-10-06_20:00:51;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;9;2;4;0;120,000005699694;120;2,049;200;
2022-10-06_20:00:53;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;1,436;0;
2022-10-06_20:00:55;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;2,627;0;
2022-10-06_20:00:57;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;1,848;0;
2022-10-06_20:01:00;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;2,961;0;
2022-10-06_20:01:02;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;1,856;0;
2022-10-06_20:01:04;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;2,02;0;
2022-10-06_20:01:06;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;1,928;0;
2022-10-06_20:01:09;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;2,439;0;
2022-10-06_20:01:10;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;1,336;0;
2022-10-06_20:01:12;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;10;0;1;0;120,000005699694;120;1,907;0;
2022-10-07_16:24:01;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,989;0;
2022-10-07_16:24:16;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,989;0;
2022-10-07_16:24:29;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;12,005;0;
2022-10-07_16:24:42;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,978;0;
2022-10-07_16:24:56;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,983;0;
2022-10-07_16:25:08;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,995;0;
2022-10-07_16:25:22;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,999;0;
2022-10-07_16:25:35;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,991;0;
2022-10-07_16:25:47;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,998;0;
2022-10-07_16:26:00;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,996;0;
2022-10-07_16:26:13;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,991;0;
2022-10-07_16:26:26;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;12,002;0;
2022-10-07_16:26:39;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,983;0;
2022-10-07_16:26:52;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,983;0;
2022-10-07_16:27:30;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,997;0;
2022-10-07_16:27:42;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,998;0;
2022-10-07_16:27:54;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;12,004;0;
2022-10-07_16:28:06;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;12,017;0;
2022-10-07_16:28:26;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,409;0;
2022-10-07_16:28:28;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,426;0;
2022-10-07_16:28:32;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;3,509;0;
2022-10-07_16:28:33;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;1,882;0;
2022-10-07_16:28:36;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,409;0;
2022-10-07_16:28:38;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,403;0;
2022-10-07_16:28:41;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,463;0;
2022-10-07_16:28:43;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,355;0;
2022-10-07_16:28:45;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,41;0;
2022-10-07_16:28:48;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,412;0;
2022-10-07_16:28:50;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,414;0;
2022-10-07_16:28:53;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,645;0;
2022-10-07_16:28:56;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,673;0;
2022-10-07_16:28:58;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,806;0;
2022-10-07_16:29:01;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,41;0;
2022-10-07_16:29:03;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,408;0;
2022-10-07_16:29:07;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;3,263;0;
2022-10-07_16:29:09;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,075;0;
2022-10-07_16:29:11;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;2,4;0;
2022-10-07_16:29:14;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;3,337;0;
2022-10-07_16:30:35;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,417;200;
2022-10-07_16:30:38;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;1;5;0;120,000005699694;120;2,375;100;
2022-10-07_16:30:40;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,442;200;
2022-10-07_16:30:42;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,384;200;
2022-10-07_16:30:45;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,412;0;
2022-10-07_16:30:47;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,424;0;
2022-10-07_16:30:50;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,401;200;
2022-10-07_16:30:52;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,393;0;
2022-10-07_16:30:54;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,412;0;
2022-10-07_16:30:57;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,427;0;
2022-10-07_16:30:59;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,41;0;
2022-10-07_16:31:02;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,384;200;
2022-10-07_16:31:04;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;2;5;0;120,000005699694;120;2,412;200;
2022-10-07_16:31:07;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;2;0;5;0;120,000005699694;120;2,442;0;
2022-10-07_19:30:18;AgentsWithPrediction;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;11,99;0;
2022-10-07_19:30:30;RapidlyExploringRandomTreeAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;12,006;0;
2022-10-07_19:31:29;RandomAgents;GF-CoG 2022 - Cooperation Track;1;1;1;1;32,8200015588664;120;29,43;245;
2022-10-07_19:31:38;AgentsWithPrediction;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,030005701119;120;41,273;0;
2022-10-07_19:31:38;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,090005703969;120;38,924;0;
2022-10-07_19:31:38;RapidlyExploringRandomTreeAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,040005701594;120;37,51;0;
2022-10-07_19:32:29;AgentsWithPrediction;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;23,985;0;
2022-10-07_19:32:41;RandomAgents;GF-CoG 2022 - Cooperation Track;1;1;1;1;22,1000010496937;120;4,426;263;
2022-10-07_19:33:35;AgentsWithPrediction;GF-CoG 2022 - Cooperation Track;1;1;1;1;89,0000042272732;120;19,794;152;
2022-10-07_19:34:08;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;23,98;0;
2022-10-07_19:34:33;GeometryFriendsAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;24,011;0;
2022-10-07_19:35:02;RapidlyExploringRandomTreeAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;24,015;0;
2022-10-07_19:36:30;SubGoalAStarAgents;GF-CoG 2022 - Cooperation Track;1;0;1;0;120,000005699694;120;23,984;0;
2022-10-07_19:37:51;ReinforcementLearningAgents;GF 2015 Coop Track;1;0;4;0;90,0000042747706;90;18,009;0;
2022-10-07_19:37:58;ReinforcementLearningAgents;GF 2015 Coop Track;2;1;2;0;30,0000014249235;30;6,013;100;
2022-10-07_19:38:10;ReinforcementLearningAgents;GF 2015 Coop Track;3;0;3;0;60,0000028498471;60;11,996;0;
2022-10-07_19:38:52;RapidlyExploringRandomTreeAgents;GF 2015 Coop Track;1;1;4;0;30,0000014249235;30;29,988;100;
2022-10-07_19:39:24;RapidlyExploringRandomTreeAgents;GF 2015 Coop Track;2;1;2;0;60,0000028498471;60;60,007;100;
2022-10-08_12:16:21;AgentsWithPrediction;AlfaCircleLevels;1;1;2;0;15,0000007124618;15;2,993;100;
2022-10-08_12:16:22;AgentsWithPrediction;AlfaCircleLevels;2;1;1;1;2,85000013536774;15;0,579;262;
2022-10-08_12:16:25;AgentsWithPrediction;AlfaCircleLevels;3;3;3;1;16,6500007908326;45;3,335;426;
2022-10-08_12:16:27;AgentsWithPrediction;AlfaCircleLevels;4;2;2;1;7,1000003372319;25;1,412;343;
2022-10-08_12:16:29;AgentsWithPrediction;AlfaCircleLevels;5;3;3;1;11,0500005248468;25;2,188;412;
2022-10-08_12:16:32;AgentsWithPrediction;AlfaCircleLevels;6;1;2;0;15,0000007124618;15;3,008;100;
2022-10-08_12:16:35;AgentsWithPrediction;AlfaCircleLevels;7;0;1;0;15,0000007124618;15;3,003;0;
2022-10-08_12:16:38;AgentsWithPrediction;AlfaCircleLevels;8;1;2;0;15,0000007124618;15;2,993;100;
2022-10-08_12:16:41;AgentsWithPrediction;AlfaCircleLevels;9;0;1;0;15,0000007124618;15;3,006;0;
2022-10-08_12:16:46;AgentsWithPrediction;AlfaCircleLevels;10;2;4;0;25,0000011874363;25;4,989;200;
2022-10-08_12:16:49;AgentsWithPrediction;AlfaCircleLevels;11;1;2;0;15,0000007124618;15;2,993;100;
2022-10-08_12:16:52;AgentsWithPrediction;AlfaCircleLevels;12;3;3;1;13,0000006174669;25;2,609;396;
2022-10-08_12:16:55;AgentsWithPrediction;AlfaCircleLevels;13;1;2;0;15,0000007124618;15;3,003;100;
2022-10-08_12:16:58;AgentsWithPrediction;AlfaCircleLevels;14;0;1;0;15,0000007124618;15;3,005;0;
2022-10-08_12:17:01;AgentsWithPrediction;AlfaCircleLevels;15;1;2;0;15,0000007124618;15;2,997;100;
2022-10-08_12:17:04;AgentsWithPrediction;AlfaCircleLevels;16;0;1;0;15,0000007124618;15;2,982;0;
2022-10-08_12:17:09;AgentsWithPrediction;AlfaCircleLevels;17;3;4;0;25,0000011874363;25;4,999;300;
2022-10-08_12:17:12;AgentsWithPrediction;AlfaCircleLevels;18;0;2;0;15,0000007124618;15;2,98;0;
2022-10-08_12:17:15;AgentsWithPrediction;AlfaSquareLevels;1;1;2;0;15,0000007124618;15;3,008;100;
2022-10-08_12:17:18;AgentsWithPrediction;AlfaSquareLevels;2;0;1;0;15,0000007124618;15;3,002;0;
2022-10-08_12:17:27;AgentsWithPrediction;AlfaSquareLevels;3;2;3;0;45,0000021373853;45;8,997;200;
2022-10-08_12:17:32;AgentsWithPrediction;AlfaSquareLevels;4;1;2;0;25,0000011874363;25;5,013;100;
2022-10-08_12:17:37;AgentsWithPrediction;AlfaSquareLevels;5;2;3;0;25,0000011874363;25;4,985;200;
2022-10-08_12:17:41;AgentsWithPrediction;AlfaSquareLevels;6;1;2;0;15,0000007124618;15;3,006;100;
2022-10-08_12:17:44;AgentsWithPrediction;AlfaSquareLevels;7;0;1;0;15,0000007124618;15;2,983;0;
2022-10-08_12:17:46;AgentsWithPrediction;AlfaSquareLevels;8;2;2;1;13,0500006198417;15;2,619;226;
